id,text,listPrice
RE_009448,"Stunning 2,886 square foot home with 3 bedrooms, 2.5 baths, and a spacious bonus room set on a private 3.15 acre property with beautiful estuary views, pond and large shop! The vaulted floor plan features soaring ceilings with exposed beams, rich knotty alder cabinetry and trim throughout, and a gourmet kitchen with granite island, dual wall ovens, gas range, stainless steel appliances, and pantry. The large primary suite offers a jetted soaking tub, walk in tile shower with rain head, dual granite vanity, and two walk in closets. Additional highlights include a custom brick wood stove alcove, heat pump, tankless water heater, backup generator, security system, abundant storage, and over 100 recessed lights.Outdoor living is designed for comfort and entertaining with a large concrete patio, covered tongue and groove ceiling, exposed beams, hot tub, fire pit, exterior propane hookup, and additional deck space. The grounds feature mature producing fruit trees, a year round pond with fountain, white fencing, stone retaining walls, and an asphalt driveway leading from a gated entrance. Property borders private timber land and enjoys peaceful natural surroundings.Outbuildings and utilities include a large shop with power, greenhouse with raised beds and water access, wood and storage sheds, and dog kennel. Private well produces 26 gallons per minute and is supported by a reverse osmosis system with dual holding tanks, propane service, HVAC system, and automatic generator transfer switch. 8 Golf courses within 15 miles including the Bandon Dunes Resort, Coos Bay just 6 miles North, this warm wind protected microclimate is the ideal location for your coastal forever home! Schedule your appointment today! Please no drivebys, private gated road.",1695000.0
RE_016976,"9.45 acres with beautiful views that can be subdivided into 3-4 lots! It can be sold with or without 1.15 acre listing with home-mls #456310002 and also another 2 acres for sale mls #665044590. Possible city utility hookup, current gas and cable/wifi available. Buyer to do own due diligence. Call your favorite Realtor today to schedule a viewing!",425000.0
RE_004504,"Centrally located in Schenectady, this well-maintained five-unit property features all 1-bedroom, 1-bath apartments with varied layouts to suit tenant demand. Complete with a property manager's full bath on the second level. Ready to rent and passed the 2025 fire inspection for added peace of mind. TaylorTech interconnected smoke detectors were installed. Off-street parking plus a detached three-car garage with electricity offer additional income potential. A prime opportunity for investors seeking strong cash flow and long-term value. Don't miss it!",425000.0
RE_001416,"Great location for that new business in the heart of Boardman's growing business district. Newly Paved streets, new sidewalks, new street lighting. On same block as new Fire Department building and Dollar General Store. Perfect time to develop.",220498.0
RE_001651,"Beautiful 4 bedroom home w/ bonus flex space in Bailey Ridge Subdivision. New paint & carpet throughout. Furnace & A/C replaced 3 years ago, roof 7 years old & most windows upgraded to triple pane. Upstairs laundry, spacious primary suite w/double sinks, soaking tub, & walk-in closet, wrap-around backyard porch, and extra wide 2-car garage w/ universal Tesla charger. All appliances including washer & dryer included.",685000.0
RE_011056,"Enjoy country club living @ It's best!! Resort style living in this spacious MALIBU MODEL TOWNHOUSE! With spectacular GOLF VIEWS Just Steps away from the golf course! The extended patio is like having your own private retreat! The unit has been freshy painted , It's neat & clean! walk-in-closets galore through out. Newer CAC, washer & dryer, freg. and stove. Here are some of the amenities to enjoy 9 hole private golf course, 2 clubhouses, 4 pools 2 indoor 2 outdoor, bocce, tennis, pickelball, racquetball, 2.5 mile walking and bicycle paths and so much more! ***** BONUS ONE CAR DETACHED GARRAGE INCLUDED IN THE SALE *******",439990.0
RE_017128,"Don't miss this corner lot culdesac beauty!! It has been thoughtfully updated and has so much to offer. As soon as you arrive you notice the newly added covered front porch with composite decking and stunning white vinyl fencing with large gated RV parking and newly poured driveway. Inside we have a remodeled kitchen with Hickory cabinets, built in buffet, eating bar, ss appliances, pantry with pull outs and tons of counterspace. Cozy living room complete with electric fireplace and lots of windows that bring in the natural light. Primary bedroom has newly finished remodeled bathroom that boasts a tile walk-in shower and new vanity with tile backsplash. The backyard has large covered patio for entertaining or extra outdoor living space, raised garden beds, and gated concrete pad for additional toys and new HVAC system for energy efficiency and comfort. Close to freeway access, restaurants and shopping! Make an appointment for your private viewing today!",420000.0
RE_014514,"Peace, tranquility and privacy await you in this stunning custom home. Built with attention to detail and beautiful views at the end of a cul-de-sac in Dry Creek Airpark. Gorgeous home with abundant natural light. Chef's kitchen features everything on the most discerning cooks list. Casual and formal dining are perfect for entertaining. French doors open to a beautiful deck with panoramic views. Great room features vaulted ceilings, fireplace and incredible windows. Main level of the home features a stunning primary suite with 2 sided fireplace, guest room & den. Additional suite upstairs, with a private balcony. Attached oversized 3 car garage & 40 by 50 ft aircraft hangar w/ office & half bath & 220SF of finished storage. Lovingly landscaped with comfortable outdoor living. Dry Creek Airpark has a private paved 3000Ft x 35Ft airstrip at 3620 elevation w/ pilot controlled lighting. Gated community w/ tennis courts. This could be your piece of paradise!",999000.0
RE_016285,"Open House Saturday 3/14 11am-1pm. Welcome to this beautifully updated townhome in the heart of Progress Ridge TownSquare. Inside, the open-concept main level showcases new LVP floors, a cozy gas fireplace, and a dedicated dining space. The stylish kitchen shines with an eat-bar, new quartz countertops, refreshed cabinetry, updated fixtures, new appliances, and added storage. A fully remodeled half bath completes the main floor. Upstairs, unwind in the spacious primary suite featuring updated countertops, alongside a second bedroom and full bathroom ideal for guests or a home office. Outside, the private balcony offers a serene escape, perfect for morning coffee or evening relaxation. An oversized two-car tandem garage provides exceptional storage rarely found in townhomes. With its walkability, thoughtful updates, and prime location, this home offers an unbeatable lifestyle.",359000.0
RE_017714,"Live in the clouds on the 52nd Floor. This 2 bedroom, 2 bath corner unit offers amazing views, west overlooking the entire Hudson River, and north of the breathtaking Manhattan skyline toward the new World Trade Center, Empire State Building and Chrysler Building. The interior is seamlessly designed and crafted for the ultimate modern living, featuring a sleek white lacquer kitchen with concealed appliances, stainless steel Miele gas top range, oven and convection/microwave, Sub-Zero refrigerator and MIELE washer/dryer. There are dark ebony wood floors throughout, solid maple doors, and the oversize windowed bathroom features Italian crocodile-textured ceramic tiling and a towel warmer. Building amenities include privileged insider access to FIT state-of-the-art fitness facility, Additionally, residents will have exclusive access to a Digital Lounge with large flat screen televisions, video game systems, and WiFi, gym and a private residents-only rooftop terrace overlooking New York City.",1900000.0
RE_000731,"Oversized 3-car tandem garage with workspace for storage & projects! This beautifully maintained 4-bedroom + office, 2.5-bath home offers over 2200 sq ft. Granite counters, LVP floors and large picture windows add style and light. Fully fenced yard with patio, firepit, U/G sprinklers and mature landscaping. Better than new with window coverings, established lawn, laundry corridor, A/C, built in's, and conveniently located for shopping and travel to Oregon Coastal areas. Check out the 3D tour! 2 hour notice before showing.",569000.0
RE_015680,"Beautiful views of mountains and valleys and Table Rock, above Eagle Point. Close to the Eagle Point Golf Course and many amenities on a dead end, quiet street. Power pole is on the property, and a roughed in driveway, this lot is ready for your dream build. A beautiful community awaits you here! Owner is an Oregon licensed Realtor.",87000.0
RE_009028,"Beautiful 2.87-Acre Golf Course Lot in Ironwood Estates - Southern Oregon Coast. Welcome to Ironwood Estates, a premier residential subdivision bordering the scenic Coos Golf Club. This exceptional 2.87-acre homesite is the best lot in the entire subdivision! Direct access to the course right on Hole #11 T box and fairway. This one is awesome, huge flat bluff overlooking the course, all utilities are right at the property, there's even a spot for a shop. Offering the perfect blend of privacy, convenience, and luxury living in one of the most desirable areas of the Southern Oregon Coast. This level and fully cleared lot is graded and ready for your home. All major utilities are already in place, including a private well, underground power, and cable internet connection, ensuring a smooth and efficient building process. The property features expansive, unobstructed views of the golf course, showcasing the beauty of the surrounding landscape in every direction. The seller will guarantee septic approval, giving buyers added peace of mind. For those looking to streamline their build, custom home builder packages are available, along with additional lots in Ironwood Estates to consider. Whether you envision a primary residence or a coastal getaway, this oversized parcel offers endless possibilities in a serene, upscale setting just minutes from local amenities, Ocean beaches, Bandon Dunes Golf Resort and the charm of the Southern Oregon Coast. Don't miss the opportunity to secure one of the finest golf course lots remaining in Ironwood Estates.",239900.0
RE_013174,"Welcome to a Rare Waterfront Opportunity in Highly Desirable Harbour Green. Perfectly positioned on a Short, Protected Canal with Views of the Bay, this Exceptional Property Offers the Best of Both Worlds-Calm Waters with Minimal Boat Traffic yet Stunning Bay Views. This is a Dream Setting For Boating Enthusiasts and Water Lovers Alike. Wake Up Each Morning to Breathtaking Views from the Primary Bedroom or Take in the Peaceful Views of the Great South Bay on the Kitchen Deck while Having Your Morning Coffee as Boats Glide by in the Distance. With Generous Interior and Exterior Space, This Home Offers Incredible Potential to Customize and Create Your Own Waterfront Masterpiece. Adding to the Lifestyle Appeal, the Property Includes Deeded Beach Club Rights to the Harbour Green Shore Club. A Protected Canal Location with Bay Views is a Rare Find. Don't Miss the Opportunity To Make this Exceptional Harbour Green Waterfront Property Your Dream Home Today.",1999999.0
RE_000226,"Tucked away at the end of a private driveway, this nearly 1-acre property offers a rare chance to bring a truly special place back to life. Surrounded by mature fruit trees, berries, and an old pond ready to be revived, the setting is peaceful and full of charm. The home greets you with a classic front porch and beautiful natural light throughout. Original hardwood floors and a spacious back deck offer a solid foundation for your vision.This is a fixer with great potential: the 3rd bedroom is non-conforming, the upstairs half bath has been demoed to studs, and the home is due for a roof replacement. Seller is offering a closing cost credit with an acceptable offer.Zoned R-9 (Special Use), just outside city limits with no HOA-offering rare potential investment opportunities (buyer to do due diligence). A one-of-a-kind opportunity for someone with an eye for possibilities and a love for character-rich homes. Seller open to $ credit to help pay closing costs, rate buydown, etc.",374000.0
RE_008982,"Classic shingled beach cottage available for the first time in 25 years. This ""tiny but mighty"" summer retreat offers superb amenity from the light filled solarium overlooking the large & inviting pool deck to the classic screened in porch ideal for kicking back with friends on long summer evenings. 2 bedrooms 1.5 baths, outdoor shower. Further amenities include central air / heat, hot tub, poolside cabana, handyman's shed & beautiful native garden.",1295000.0
RE_002885,"Welcome To [Redacted Entity]. - Put in a little SWEAT EQUITY And Then Either - REAP The REWARD Of An AWESOME GENERATIONAL ASSET Or FLIP This Home For A PROFIT!! This Sprawling 1511 Square Foot Ranch Home Has A 1 Car Attached Garage, Is Located In The Depew School District And Features A Formal Living Room/Dining Area, Huge Family Room Den Space, A Spacious Eat-In Kitchen, 3 Large Bedrooms And Full Bath The Front Door Entrance Of This Home Opens To a Welcoming Foyer With Large Guest Coat Closet. A Formal Living Room Opens Off The Foyer And Offers Hardwood Floors And A Large Picture Window That Lets In Plenty Of Sunlight. The Formal Dining Area Has Hardwood Floors, And A Decorative Lighting Fixture. The Roomy Cooks Kitchen Opens Off The Dining Area And Features White Cabinets, Solid Service Countertops, Lino Flooring, Tile Backsplash & An Overlook Of The Family Room. The Massive Family Room Den Area Has NEW Laminate Flooring, A Bricked-In Fireplace ( Note: Fireplace Has Gas Insert In Place ), Stairs To The Basement, And An Access Door to Rear Yard And Patio Space. The Homes 3 Very Spacious Bedrooms All Offer Hardwood Floors & Large Closets. The Full Bath Offers a Huge Vanity With A Separate Sink Space And Separate Make-Up Area, Bath Also Has Tile Floors, Half Tile Walls, And A Bathtub With A Tile Surround. The Full Basement Offers Plenty of Storage With The Possibility Of Added Recreation Space, There's Also A Room That Could Be A Possible Bedroom, Basement Has Laundry Tub And Hook - Ups For A Washer & Dryer, With Glass Block Windows In Place For Added Security. The Fully Fenced Rear Yard Has A Patio Area And A Storage Shed. Come Check Out This Awesome Ranch Home And Make It Your New Home!! As Always, A Fireplace Should Be Serviced Prior To Any Use. Updates Include: Freshly Painted Interior, New Lighting Fixtures, New Flooring In Family Room/Den, And An Updated Rear Yard Shed. BENEFIT By Putting In Some Sweat Equity DON'T Sleep On This One!!",285000.0
RE_009910,"Open House: Sun March 15, 2026 3-5pm. Completely and meticulously updated home featuring Spacious and Versatile Living Areas: The home features 4 large bedrooms and 2.5 baths, ideal for gatherings or guests.. Updated kitchen with quartz counters, tile back splash., new bath. new LED lighting throughout ,new flooring on lower level, refinished hardwood floor on upper level Modern Updates with Character, the home combines a fresh feel with warmth and character. Flexible Floor Plan for Rentals: The layout is suitable for short-term rentals, offering comfort and privacy for guests. Inviting Outdoor Space: The large private rear yard is perfect for outdoor living and entertaining. Close to SPAC and downtown Saratoga",429900.0
RE_001066,".18-acre parcel nestled in a coveted neighborhood. Embrace the convenience of city living with the proximity to the park, swimming pool, and scenic walking trails, offering endless opportunities for outdoor recreation. Seize the chance to build your ideal retreat amidst this idyllic setting, where urban amenities meet natural tranquility. Don't miss your chance to claim your slice of paradise! Buyer to do own due diligence for any building plans with the city. Seller removed tree to help the building prep! property approved for up to 3k sqft house, duplex or manufactured home! trees have been removed!",195000.0
RE_017878,"This expansive 6-bedroom, 7-bathroom home offers incredible space and flexibility to accommodate a variety of living needs. The well-designed floor plan features bright, welcoming gathering areas filled with natural light. Downstairs bedrooms each include their own half bath, providing privacy and convenience--perfect for guests or multi-generational living. The primary suite is located upstairs, creating a quiet and private retreat. The kitchen opens seamlessly to the main living areas, ideal for both everyday living and entertaining. Conveniently located near Mountain View High School and outdoor recreation, this Bend home provides versatility, comfort, and room for everyone. A rare opportunity with an exceptional bedroom count and outstanding potential.",636000.0
RE_013170,"Welcome to a place where dreams take root and views stretch across the Willamette Valley. This extraordinary 21.22-acre property is more than land-it's a once-in-a-lifetime canvas to build the life you've imagined. Perfectly perched on a level bluff, the setting feels like your own private lookout, where sunrise spills over the mountains and the valley opens up beneath you.With two tax lots-a 19.22-acre parcel and a 2-acre designated building site-this rare offering provides both flexibility and possibility. A seasonal stream winds gently through the acreage and feeds into your own private pond. Wander among the mature fruit trees, explore the rolling pasture, and take in the quiet that only true rural living can offer.The seller is currently working with Lane County on a Type II application to restore a homesite after the previous residence was lost to fire. The groundwork is being laid, but permits are not yet issued. Buyers should verify all aspects of buildability, water rights, and intended use.A 40x80 shop with electricity, existing tested and functional well, and fully fenced/cross-fenced layout support livestock, hobby farming, or simply enjoying wide-open space. The septic will need to be replaced. A shared private drive leads you into complete seclusion, while still just minutes from Eugene, local wineries, Fern Ridge Reservoir, golf, and the EUG airport.This is your opportunity to craft a legacy-a generational property where mornings start with mountain light, days are filled with serenity, and every sunset feels like it was painted just for you.Shown by appointment only.",485000.0
RE_007226,"Location, location, location! Welcome to [Redacted Entity], a striking modern estate where opulence and minimalism converge. Built by M & M Custom Homes, this approximately 10, 000-square-foot residence offers six bedrooms, six full and three half bathrooms on 0.92 acres, with sweeping farm field views from every room. Floor-to-ceiling windows flood the interiors with natural light, seamlessly connecting the home to its serene surroundings. The chef's kitchen features a dramatic lava stone center island and flows effortlessly into the formal dining and living areas, ideal for both everyday living and entertaining. Outdoor living is elevated with a heated Gunite pool, expansive patio with fireplace, outdoor kitchen, integrated sound system, and ultra-durable leathered porcelain pavers. Additional amenities include a rooftop deck with hot tub, gym, and media room. A rare opportunity to own a thoughtfully executed modern estate on the East End, offering warmth, light, and exceptional craftsmanship.",9995000.0
RE_005596,"Located on one of Portland's most iconic streets, this charming English cottage has a lot to offer. With it's 4 bedrooms, updated kitchen and new exterior paint, you can live in the heart of the city and still enjoy a stroll in Laurelhurst Park just a block away. Known for its elaborately decorated homes during the holidays, Peacock LN was added to the National Registry of Historic Places in 2017. Enthusiasm to participate in the home decorating tradition is encouraged but there is no HOA. This home is currently occupied by tenants, please do not disturb. Interior access will be available with an accepted offer. Please contact your buyer agent for further details. Comes with: a home warranty, roofing certification, decommissioned oil tank certification and newer hot water heater. This is a great home in a wonderful neighborhood, thank you for your interest. [Home Energy Score = 1. HES Report",699000.0
RE_004764,"Oceanfront living at an unbeatable value! This line is the largest 2-bedroom, 2-bath condo in the prestigious Ocean Grande building, located directly on the Rockaway Boardwalk where the beautiful beaches of the Atlantic Ocean beckon. Step inside and you're greeted by a generous living and dining area bathed in natural light, with ocean views and attractive bamboo flooring. The desirable split floor plan ensures privacy, with a king-sized primary suite featuring its own en suite bath on one side, and a large second bedroom with an equally spacious full bath on the other. The galley kitchen is finished with granite countertops and provides a perfect canvas for your personal touch. Ocean Grande offers a full suite of amenities, including a full time doorman, fitness center with his and hers locker rooms, laundry facilities, owner lounges, and a media room. An indoor deeded parking spot is included, providing convenience and peace of mind. Outside your door, the best of Rockaway awaits-steps from sandy beaches, local shops, restaurants, and multiple transportation options. Commute to Manhattan in under an hour aboard the Rockaway ferry, or take the A train or express bus. Offered below market value, this condo is the deal you've been waiting for-a rare chance to create your dream oceanfront retreat in one of New York City's most desirable seaside communities. Don't miss it!",599900.0
RE_009906,"Stunning New Construction in Manlius, NY. The custom home is about 90% complete. Welcome to this beautifully designed four-bedroom, two-and-a-half-bath colonial-style home in the award winning, Fayetteville-Manlius School District. Offering 2,600 square feet of thoughtfully crafted living space, this home combines elegance with modern convenience. The open-concept kitchen and family room create the perfect space for entertaining. The kitchen boasts granite countertops, a stylish tile backsplash, an oversized island, and a walk-in pantry. Beautiful cabinetry with a blue and gray color scheme, a built-in range, dishwasher, and refrigerator complete this well-appointed space. The inviting front foyer leads to the second level, where you will find four spacious bedrooms. The master suite features a luxurious ensuite bath with a walk-in shower, dual vanity sinks, and a generous walk-in closet. Three additional bedrooms share a second full bath. There is a dedicated laundry room located on the second story. The full basement, with high ceilings and large egress windows, provides excellent potential for future finishing. This home is equipped with public utilities, including water, sewer, and natural gas. It features an oversized, 3 car garage with a double over head door and one single garage door. Conveniently located near the village of Manlius, this home offers both tranquility and accessibility.",699000.0
RE_008996,"Nestled amidst a vibrant embrace of mature trees and lush plantings, discover this beautifully restored and expanded 1788 Farmhouse .A true gem; offering almost 2200 sq ft of living space over multiple levels. The charming facade, with its warm blend of red siding, cream trim and classic dormer windows, hints at the character and comfort within. This home is a haven for both grand gatherings and intimate moments, one you simply cannot miss. Follow the inviting stone walkway, framed by blossoming gardens, to a private slate patio where you're greeted by a picturesque open green vista. The landscaping, rich with a variety of plants and flowers, creates a sense of natural beauty and seclusion but with a rare expansive lawn. Step inside from the covered porch into an updated, welcoming kitchen, complete with a generous island, abundant custom cabinetry, a dining area, and a cozy wood-burning stove. Seamlessly connected, the kitchen flows into short hallway and then a sprawling living room with built-in speakers, multiple windows and soaring vaulted ceilings - perfect for entertaining or quiet evenings. A few steps up from the dining area lead to an open living/recreation space boasting beamed ceilings, a convenient powder room, and a tucked-away office nook. Ascend a few more steps to discover the primary bedroom, featuring built-in shelving, a walk-in closet, a laundry area, and an ensuite bathroom - a true retreat. At the opposite end of the open living space, stairs lead to two sizable and bright bedrooms with vaulted ceilings, a shared gathering area, a full bathroom, and a windowed 12x9 room that could easily be transformed into an office or a custom walk-in closet. Outside, imagine relaxing on the back patio with an open view of the manicured lawn, perfect for enjoying your own piece of paradise. Additionally, this sale includes a separate 7.1-acre parcel across the road, complete with a 2-car garage, a picturesque pond with a small dock, and abundant woods, ensuring unparalleled privacy and tranquility. Please note, lot line revision APPROVED- this resultS in the current parcel to be approx 1.5 acres, for a total of approx 8.6 acres included in the sale.",725000.0
RE_013861,"Make 2026 the year you can create a modern Rustic Getaway on a sequestered 5.6 acre lot up on the Palmertown Ridge, roughly 12 miles northwest of Saratoga Springs, or 15 minutes to exit 16 on the Northway. Here you can find a safe haven to be built by Master Craftsman Thomas Whipple. Here he has priced and proposed a replica of a unique two level plan which he and his wife Elizabeth completed 3 years ago. The stamp blueprint/layout and spec sheet are included in documents for this listing. If interested their version of this layout and plan can be seen in person as a model once you have reviewed the photos by the builder's wife Elizabeth in the MLS. This is a plan that accentuates open spans, high ceilings and well-windowed space...with views in virtually all directions. Expansive great rooms on both levels are terrific for large gatherings for family, friends, grandchildren and daily life. Featured are two primary, private bedroom suites, one on each level, plus two extra bedrooms which they use as separate workspace offices. Living areas on both levels feel equally stylish and functionally, unlike any traditional ranch or colonial layout. The lower level with its walkout access built into the natural slope of the lot, certainly does not feel like a basement. The attached garage provides protected access to your vehicles in any weather. This building parcel offers a gradual slope for the road frontage up to a high point almost 500 feet back, not visible to any other homes or structures. Buyers will have some choice as to where to position the new structure, based on variable length of the paved driveway and electrical service. The hardwoods adorning this un-logged site are well spaced so that hiking it will be a pleasure when you get started with this process. Directly across from the road frontage is a NYS forest preserve, which is forever wild.",1200000.0
RE_005047,"Welcome to this luxurious opportunity in desirable SW Eugene - a beautifully updated, move-in ready home tucked into a quiet cul-de-sac with a level yard and expansive decking for seamless indoor-outdoor living. The light-filled vaulted formal living and dining rooms are highlighted by beautiful hardwood flooring, while the well-appointed kitchen with bar seating opens to the family room with a slider to the back deck, perfect for entertaining. A sought-after bedroom and full bath on the main level offer ideal flexibility for guests or multi-generational living. Upstairs, the vaulted primary suite provides a private retreat, complemented by two additional bedrooms and a spacious bonus room with skylight-ideal for dual living, media space, office, or playroom. Recent updates include refrigerator (2023), HVAC (2023), water heater (2022), dishwasher (2021), deck (2021), bathroom remodel (2021), and flooring (2022) to provide peace of mind for years to come. Complete with a 3-car garage and well-appointed, luxurious finishes throughout, this home offers comfort, style, and thoughtful improvements in a highly desirable location. Enjoy the surrounding wildlife, including roaming deer and turkey. Nestled amongst the trees... call today for your private showing!",697500.0
RE_000932,"Welcome to this expansive 5,480 square foot residence located in the desirable Pratum community within the Silver Falls School District. Thoughtfully designed with space, flexibility, and privacy in mind, this rare property offers incredible potential for large households, dual living, multi-generational, or group-style living. With 6 full bathrooms and multiple ensuite bedrooms, this layout provides flexibility and privacy rarely found in residential properties. New roof, septic, paint and much more.",697000.0
RE_005136,"Welcome Home... if you want a unique home in a neighborhood that is tucked away yet still close to town, you have found it! Extensive retaining wall and waterfall/pond are some of the many highlights. EV charger. Nelson park only a couple blocks away! Minto Brown near by! You won't want to miss this one. Lots of updates throughout. Schedule a time to see it all. Established neighborhood with No HOA!",550000.0
RE_008886,"Discover this first-time offered solid brick townhome in the highly sought-after neighborhood of Park Slope, Brooklyn. Currently configured as a two-family residence, this home features a spacious one-bedroom, one-bathroom unit situated over a two-bedroom, one full + one half bathroom duplex, Which leads to a generous, ultra-private outdoor space, all positioned above a full basement. The townhome has 3, 426 unused buildable Floor Area Ratio. Some images are staged.",1649000.0
RE_007568,"Charming rambler situated on nearly half an acre, offering the perfect blend of space, comfort, and modern updates. This 3-bedroom, 1-bath home features brand-new granite countertops that beautifully complement the bright and functional kitchen. Updated engineered wood flooring flows throughout, creating a warm and cohesive feel. The fireplace creates a comfortable space to gather. Enjoy the ease of single-level living with thoughtfully updated finishes that give the home a fresh, move-in-ready appeal. Step outside to a fully fenced yard with plenty of room to entertain, garden, or simply relax and enjoy the extra space. With its generous lot size, stylish upgrades, and classic rambler layout, this home offers comfort, convenience, and room to grow.",389000.0
RE_016181,"The most coveted two-bedroom, two-bath residence in the amenity rich Chelsea Stratus condominium; facing south and east with open city views. With 1286 interior square feet, this home is one of the largest two-bedroom layouts in the building. Located on the 19th floor of the southeast corner of the building, this bright apartment enjoys sunlight throughout the day and stunning views of lower Manhattan and the rivers from the floor to ceiling windows. The thoughtful design continues into the corner great room with enough space to comfortably fit a complete dining area and large living room, making entertaining easy. The windowed chef's kitchen is exquisitely designed & appointed with top-of-the-line appliances including Macassar Ebony wood cabinetry, Pietra Cardosa stone countertops, a Fisher and Paykel double drawer dishwasher, a Sub-Zero refrigerator, wine fridge, cooktop stove, and microwave. Best of all the countertop extends seamlessly with a custom built bar cabinet. Additionally, through the dining/living area you'll find a large balcony overlooking the iconic downtown cityspace. The master bedroom features two closets including a huge walk-in closet, the envy of most New Yorkers, and an en-suite spa bath with a double sink vanity, deep soaking tub and a rain shower stall. There are electric shades throughout the home in addition to custom outfitted closets throughout. Other features include central air, a washer/Dryer and a private storage cage. The Chelsea Stratus is a full-service condominium with an ultra-modern fitness center and half basketball court located on the 5th floor. On the third floor there is an entertainment lounge outfitted with two large screen TVs, a copper fireplace, catering kitchen, dining area, billiards room, and an outdoor landscaped garden with 2 grills. Last but not least one of Downtown's best roof decks complete with a large grill, seating areas and a dog run. All this within blocks of easy transportation, gourmet grocery stores, many of the city's best restaurants, and downtown shopping. Monthly taxes are 17.5% less if apartment is used as primary residence with STAR abatement. $149/month assessment through April 2026.",2750000.0
RE_004024,"Enjoy this light and bright ground-floor condo in a prime location. The open layout features two bedrooms and one full bath, stainless steel appliances, newer flooring throughout, and a covered patio perfect for relaxing. HOA amenities include a pool, gym, clubhouse, internet, garbage, and exterior maintenance.",274900.0
RE_017394,"Light bright little cream puff! Sweet second floor corner unit with hardwood floors, lots of windows, full kitchen and thoughtful floor plan. This one bedroom University Park condo offers a large double closet and enough space for a king size bed! You'll be drawn to the 1920's vintage charm but hooked with the modern updates. The halls are gleaming with beautiful light and tall ceilings. Each unit has a private storage space in the lower level as well as multiple shared laundry units. Off street parking is available behind the building plus a huge fenced area for community yard space. Wow! an impressive 99 Bike Score and easy access to public transit. Just blocks to beautiful Columbia Park and neighborhood favorites like Chillnfill, Living Room Wines, East Side Deli and New Seasons Market. Simple, clean, thoughtful with low HOA's make this an easy choice.",200000.0
RE_005838,"***OPEN HOUSES CANCELLED*** Welcome To [Redacted Entity], Northport - A Rare Gem Tucked Away On A Quiet Cul-De-Sac In One Of Long Island's Most Prestigious School Districts. This Beautifully Appointed 5-Bedroom, 4-Bathroom Residence Offers An Impressive 2,506 Square Feet Of Finished Living Space, With An Additional 1,246 Square Feet Of Potential To Grow And Customize To Your Needs. Soaring Cathedral Ceilings, Expansive Windows, And Abundant Natural Light Define The Home's Open, Spacious Layout, Creating An Inviting Atmosphere Perfect For Both Relaxed Living And Elegant Entertaining. The Thoughtfully Designed Floor Plan Offers Room For Extended Family, Bonus Space Ideal For A Home Office, Gym, Or Media Room, Three Fully Renovated Bathrooms That Exude Modern Style And Comfort, Central Vacuum System, And A New Central Air Conditioning System For Warmer Days. Outside, Your Private Sanctuary Awaits - A Huge Backyard Featuring A Sparkling In-Ground Pool With A New Liner, Filter, And Motor, An Expansive Deck, And Lush Surroundings That Offer Exceptional Privacy And Serenity. A Two-Car Garage Completes This Exceptional Offering. With Space To Live, Grow, And Entertain, [Redacted Entity] Is More Than A Home - It's An Elevated Lifestyle In One Of Northport's Most Coveted Locations.",999999.0
RE_016100,"Enjoy this recently updated home featuring three bedrooms and two full bathrooms. The interior begins with an impressive entry foyer that flows into a spacious living room with direct backyard access. The main floor includes a master suite with a private bathroom and first-floor laundry. The kitchen has been fully updated with new countertops, appliances, and refinished cabinetry. Adjacent to the kitchen is a walk-in pantry and a versatile den featuring a fireplace-ideal for an office or additional entertaining space. This room leads to a heated garage currently utilized as additional indoor/outdoor living space. A charming staircase leads to an open landing on the second floor. Here you will find two large bedrooms-one featuring multiple closets and a sitting area-and a completely remodeled bathroom with double sinks. The property also includes a full basement with a second washer/dryer hookup and an elaborate whole-house gas generator. The exterior boasts a professionally landscaped, fully fenced yard with upgraded white fencing and an extended driveway behind the fence gate with newer pavement. Additional shed for more storage outside next to the generator as well. For added peace of mind, the home features new plumbing, sump pump, and sewer service lines to the road. All the upgrades have been completed for you. Contact today to see how this charming home can become yours!",249900.0
RE_012004,"**HOME WARRANTY INCLUDED** Charming One-Story Home with Smart Features and Modern Touches!Welcome to this beautifully maintained one-story home featuring 3 spacious bedrooms, 2 full bathrooms, and an additional flex room perfect for a home office, den, or even a 4th bedroom. From the moment you arrive, you'll notice the attention to detail and thoughtful upgrades throughout.Interior Highlights:Open-concept layout with seamless flow and natural lightMaster bathroom with built-in Bluetooth speaker - perfect for relaxingLiving room equipped with ceiling surround sound for immersive entertainmentModern coffee bar area for your daily pick-me-upKitchen includes soft-close, extra-tall cabinetry, spice pull-out rack, lazy Susan, hidden garbage can drawer, and new oven with air fryer & dehydrator settingsNew dishwasher for added convenienceSmart & Secure:Fully equipped ADT camera and alarm system for peace of mindOutdoor Features:Flat, fenced yard ideal for pets, play, and entertainingStamped concrete patio adds curb appeal and functionSprinkler and drip system keeps landscaping lush with easeCustom-built shed for added storageLarge garage storage shelving includedThis home blends modern functionality with stylish design - all in a convenient, single-level layout. Don't miss your chance to call this move-in ready gem your next home!Schedule a tour today and experience all it has to offer!",559999.0
